country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Dominica,,,,,11.1,,,,,,,,,,,,,,,,,
Dominican Republic,,,,,,,,,,9.03,9.12,8.45,11.1,11.6,9.57,10.3,10.5,7.49,10.3,,,
Ecuador,,,,,,,,,,,16.8,,21.5,22.5,22.4,,19.7,20.9,20.9,23.7,,
Egypt,,,,,,,,,,,32.5,,,,,,,,,,,
El Salvador,,,,,,,,,,13.2,16.6,13.9,14.3,12.8,12.9,,14.2,13,13,13.8,,
Eswatini,,,,,,,,,,,,,,,,,,,6.55,,,
Ethiopia,,,,,,,,,,,,,,,,,,5.79,,,,
Fiji,,,,,,,,,,,4.79,,,,,15.1,,,,,,
Gabon,,,,,,,,12.1,,,,,,,,,,,,,,
Gambia,4.08,,,,,,,,,,,,4.03,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,56.2,,,
Ghana,,,,,,,,3.92,,,,,,,52.4,,,,43.1,,,
Guatemala,,,,,,,,,11.9,,,,,10.2,,,10.3,,,,,
Guinea,,,,,,,,,,,,,,,4.92,,,,,,,
Haiti,,,,,,,,,,,,,,,1.26,,,,,,,
Honduras,,,,,,,,,,,6.08,6.87,7.07,6.74,,8.4,,8.89,11.8,10.9,,
Hungary,,,,,,,,,,54.4,,,,,,,,,,,,
India,,,,,,,,,,,,,,9.38,,,,,,,,
Indonesia,,,,,,,,,,,,,,,,,24.1,19.5,,21.3,,
Iraq,,,,,,,,,30.9,,,,,,32.2,,,,,,,
Jamaica,,,,,6.28,,,,,,,,5.9,,,,,,,,,
Jordan,,,,,,,,,27.7,,,,32.6,,,,,,,,,
Kazakhstan,,,,,,,,,,26.5,,,28.5,,,,0.965,35,,,,
Kenya,,,,,,,,3.8,,,,,,,,,,2.76,,,,
Kyrgyz Republic,,,,,,,,,28.1,,,,,40.2,40.7,37.4,,,,,,
Lao,,,,,,,,,,4.59,,,,,,,,,,,,
Latvia,,,,,,,,,,,51.2,34.9,,,,,,,,,,
Lebanon,,,,,,,79.7,,,,,,,,,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,,2.7,,
Liberia,,,,,,,,,,1.26,,,,,,,,,0.902,,,
Lithuania,,,,,,,,,,,35,,,,,,,,,,,
Malawi,,,,,,,2.28,,,,,,2.27,,,2.57,,,1.4,,,
Malaysia,,,,,,,,,,,7.38,,,,8.15,,10.1,,9.67,,,
Maldives,,,,,,,9.85,,,,,7.51,,,,,,,4.56,,,
Mali,,,,,,,,,,,,2.42,,,,,,,,,,
Marshall Islands,,22.3,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,8.33,,,,,,,,,,,
Mauritius,,,,,,,,,2.91,,,,,,23.1,,,,,,,
Mexico,,,,,,,,,,,70.7,,70.3,,71.6,,59.8,,23.9,,23.7,
"Micronesia, Fed. Sts.",,,16.8,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,30.9,,31.5,36,,,,,,
Mongolia,,,,,,,,,,37.9,,39.9,37.8,32.9,38.1,,36.7,,38.7,,,
Montenegro,,,,,,,,,,,,,,55.6,43,48.9,48.7,,,,,
Mozambique,,,,,,,,,,,3.2,,,,,,7.48,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,10.1,,
Namibia,,,,,,,,,,,,1.8,,,,,,5.67,,,,
Nepal,,,,,,,,,,,,,12.2,,,,,,,,,
Nicaragua,,,,,,,,35.3,,,,10.1,,,,,23.7,,,,,
Niger,,,,,,,,,,,,,,4.59,,,3.97,,,,,
Nigeria,,,,,,,,,,,,,,,1.81,,,6.37,,,,
Pakistan,,,,,,,,,,12.4,,12.8,,,,12.1,,11.9,,,,
Palau,,,,,,,,,35.6,,,,,,,,,,,,,
Panama,,,,,,,,,,,29.8,32.7,32.8,29.2,28.7,30.9,29.6,30.2,32.9,30.8,32,
Papua New Guinea,,,,,,,,,,,,2.24,,,,,,,,,,
Paraguay,,,,,,,,,,14.8,16.8,18.4,14.1,16.7,17.8,12,13.7,15.4,15.5,15.3,,
Peru,,,,,,,,,,,26.8,23.9,25.5,25.4,25.8,25.7,27.5,23.7,24.6,22.7,,
Philippines,,,,,,,,,17,,,,,,,23,,17.9,,,,
Poland,,,,,,,,50.9,49.1,44.9,43.8,43,42.9,42.2,41.1,,,42.7,,,,
Romania,,,,,,,,,,,46.5,,,49.3,46.4,,,,,,,
Russia,,,,,,,,,,35.4,,,,,,,45.4,47.1,47.9,47.5,,
Rwanda,,,,,,,,2.48,,,,,2.89,,,5.99,,,,,,
Samoa,,,,,,,,,,,33.4,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,19.1,,,,,,,,
Serbia,,,,,,,,,,55.3,,,57.2,,,53.4,,42.6,,,,
Slovak Republic,,,,,,,,,,,,41.7,,,,,,,,,,
Solomon Islands,,,,,,,,3.46,,,,,,,,,,,,,,
South Africa,,,,,,,,6.77,,,,,8.97,,,,8.61,,,,,
Sri Lanka,,,,,,,,,13.6,,,13.1,,,14.7,,,,16.2,,,
Syria,,,,,,13.6,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,29.1,,,,,,,,
Tanzania,,,,,,,,,,,,,2.56,,4.05,,3.5,,,,,
Thailand,,,,,,,,,32.4,,,32.6,,33.4,,29.9,,,,,,
Timor-Leste,,,,,,,,,,,,,,3.34,,,,,,,,
Togo,,,,,,,,,,,,,,9.15,,,,,,,,
Tonga,,,,,,,,,,,,2.38,,,,,,,,,,
Turkey,,,,,,,45.9,47,45.4,47.5,47.8,44.5,44.8,43.2,41.2,42.1,43.4,42.2,41.3,,,
Uganda,,,,,,,,2.8,,,,2.76,,,2.01,,,,,,,
Ukraine,,,,,,,,,47.6,,,,,49.9,49.4,47,,51.5,46.2,,,
Uruguay,,,,,,,,,,,42,40.6,41.8,38.9,40.3,,,39.5,40.2,38.6,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,22.9,
Venezuela,,,,,,,,,20.5,,,,,,,,,,,,,
Vietnam,,,,,,,,,36.1,,,,32.1,,30.2,,33.4,,,,,
Yemen,,,,,,,,12.6,,,,,,,,,,,,,,
Zambia,,,,,,,,,,,,,2.33,,,,,1.87,,,,
Zimbabwe,,,,,,,,,,1.38,,,,5.48,,,,,,8.1,,9.56
