country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ghana,,,,,,,,0.78,,,,,,,1.47,,,,14.1,,,
Guatemala,,,,,,,,,55.6,,,,,70.1,,,66.9,,,,,
Guinea,,,,,,,,,,,,,,,1.35,,,,,,,
Haiti,,,,0.486,,,,,,,,,,,21.4,,,,,,,
Honduras,,,,,,,,,,,51.5,48.2,54.9,52.8,,61.8,,49.1,33,43.9,,
Hungary,,,,,,,,,,58.8,,,,,,,,,,,,
India,,,,,,,25.8,,,,,19.9,,93.7,,,,,,,,
Indonesia,,,,,,,,,,,,44.2,,56,58.7,,61.3,52.6,,45.6,,
Iraq,,,,,,,,,81.7,,,,,,77.2,,,,,,,
Jamaica,,,,,26.7,,,,,,,,51.7,,,,,,,,,
Jordan,,,,,,,,,84.9,,,,75.4,,,,,,,,,
Kazakhstan,,,,,,,,,,26.4,,,32.7,,,,66.1,29.2,,,,
Kenya,,,,,,,,18.5,,,,,,,,,,25.8,,,,
Kiribati,,,,,,,,,6.08,,,,,,,,,,,,,
Kyrgyz Republic,,,,,,,,,6.34,,,,,7.79,7.64,5.81,,,,,,
Latvia,,,,,,,,,,,39.9,47.9,,,,,,,,,,
Lebanon,,,,,,,6.11,,,,,,,,,,,,,,,
Lesotho,,,,,,,,,,,,,7.75,,,,,,,75.4,,
Liberia,,,,,,,,,,58,,,,,,,7.97,,13.1,,,
Lithuania,,,,,,,,,,,59.7,,,,,,,,,,,
Malawi,,,,,,,53.8,,,,,,21.9,,,45.5,,,44.7,,,
Malaysia,,,,,,,,,,,82.7,,,,83.5,,94.1,,80.8,,,
Maldives,,,,,,,1.86,,,,,25.7,,,,,,,27.3,,,
Mauritania,,,,,,,,,,,37.4,,,,,,48.7,,,,,
Mauritius,,,,,,,,,40.3,,,,,,43.1,,,,,,,
Mexico,,,,,,,,,,,14,,32.6,,35.4,,32.7,,28.5,,26.3,
"Micronesia, Fed. Sts.",,,7.79,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,32.1,,28.4,22.1,,,,,,
Mongolia,,,,,,,,,,85.1,,85.2,95.6,99.8,99.9,,86.7,,87.7,,,
Montenegro,,,,,,,,,,,,,,2.8,4.21,3.92,4.08,,,,,
Morocco,,,,,,,,,,,,39.2,,,,,,,,,,
Mozambique,,,,,,,,,,,5.35,,,,,,1.97,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,9.26,,
Namibia,,,,,,7.64,,,,,,16.1,,,,,,44,,,,
Nepal,,,,,,,,,,,,,39.8,,,,,,,,,
Nicaragua,,,,,,,,49.3,,,,42.7,,,,,60.4,,,,,
Niger,,,,,,,,,,,,,,2.85,,,28,,,,,
Nigeria,,,,,,,,,,,,,1.62,,2.98,,,4.38,,,,
Pakistan,,,,,,,,,,2.63,,12.9,,,,10.9,,10.6,,,,
Palau,,,,,,,,,1.72,,,,,,,,,,,,,
Palestine,,,,,,,,,,10.6,,11.7,,,,,,,,,,
Panama,,,,,,,,,,,54.9,52.7,54.9,49.2,55.6,55.4,51.6,70.4,72.5,67.4,71.8,
Papua New Guinea,,,,,,,,,,,,2.29,,,,,,,,,,
Paraguay,,,,,,,,,,32.6,42.4,43.3,52.7,48,62.4,64.8,62.7,67.6,69.6,73.9,,
Peru,,,,,,,,,,,43.6,61.9,66.7,62,88.2,57.3,59.8,63.8,61.4,63.6,,
Philippines,,,,,,,,,,,,,,,,22.7,,32.1,,,,
Poland,,,,,,,,47.8,46.7,45.3,40.3,37.6,35.9,36.3,34.6,,,26.8,,,,
Romania,,,,,,,,,,,54.6,,,62.4,62.7,,,,,,,
Russia,,,,,,,,,,26.2,,,,,,,70.3,69.1,68.2,66.9,,
Rwanda,,,,,,,,1.83,,,,,22.5,,,21.8,,,,,,
Senegal,,,,,,,,,,,,,,8.05,,,,,,,,
Serbia,,,,,,,,,,9.93,,,6.55,,,8.63,,10.7,,,,
Sierra Leone,,,,,,,,,,,,,,31.4,,,,,,,,
Slovak Republic,,,,,,,,,,,,91.8,,,,,,,,,,
Solomon Islands,,,,,,,,1.08,,,,,,,,,,,,,,
South Africa,,,,,,,,64.5,,,,,68.2,,,,86.8,,,,,
South Sudan,,,,,,,,,,,,6.48,,,,,,,,,,
Sri Lanka,,,,,,,,,29.6,,,22.5,,,24.3,,,,27.5,,,
Sudan,,,,,,,,,,,,6.63,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,12.1,,,,,,,,
Tanzania,,,,,,,,,,,11.4,,17.6,,21.5,,12.8,,,,,
Thailand,,,,,,,,,45.7,,,66.6,,65.6,,63.5,,,,,,
Timor-Leste,,,,,,,,,,25.7,,,,39.1,,,,,,,,
Tunisia,,,,,,,,,,,,,15.1,,,,,,,,,
Turkey,,,,,,,29.9,28.4,30.1,32.1,35.7,13.1,12.4,11.9,9.26,11.1,11.7,9.65,10.9,,,
Uganda,,,,,,,,8.87,,,,5.54,,,63.4,,,,,,,
Ukraine,,,,,,,,,48.8,,,,,52.1,50.9,49.4,,38,34.3,,,
Uruguay,,,,,,,,,,,42.2,52.6,56.6,54.5,57.2,,,51.6,55.4,55.5,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,8.12,
Venezuela,,,,,,,,,5.64,,,,,,,,,,,,,
Vietnam,,,,,,,,,17.3,,,,35.2,,15.2,,10.8,,,,,
Yemen,,,,,,,,13.5,,,,,,,,,,,,,,
Zambia,,,,,,,,,,,,,0.715,,,,,1.36,,,,
Zimbabwe,,,,,,,,,,18.9,,,,30.4,,,,,,13.8,,26.6
