country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Liberia,,,,,,,,,,0.752,,,,,,,,,0.206,,,
Lithuania,,,,,,,,,,,47.8,,,,,,,,,,,
Malawi,,,,,,,0.299,,,,,,0,,,0.887,,,0.0122,,,
Malaysia,,,,,,,,,,,6.06,,,,6.8,,7.45,,7.59,,,
Maldives,,,,,,,3.03,,,,,2.15,,,,,,,4.75,,,
Mali,,,,,,,,,,,,0.771,,,,,,,,,,
Marshall Islands,,28.9,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,10.1,,,,,,,,,,,
Mauritius,,,,,,,,,2.99,,,,,,16.1,,,,,,,
Mexico,,,,,,,,,,,38.2,,40.8,,34.4,,33.9,,8.46,,9.35,
"Micronesia, Fed. Sts.",,,17,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,45.5,,47.2,49.4,,,,,,
Mongolia,,,,,,,,,,40,,41.6,44,38.2,45.3,,45.5,,47.5,,,
Montenegro,,,,,,,,,,,,,,53.7,49.2,43.6,46.4,,,,,
Mozambique,,,,,,,,,,,1.19,,,,,,2.08,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,4.09,,
Namibia,,,,,,,,,,,,0.517,,,,,,3.7,,,,
Nepal,,,,,,,,,,,,,2.73,,,,,,,,,
Nicaragua,,,,,,,,20,,,,3.38,,,,,9.51,,,,,
Niger,,,,,,,,,,,,,,0.0456,,,0,,,,,
Nigeria,,,,,,,,,,,,,,,1.57,,,2.28,,,,
Pakistan,,,,,,,,,,4.28,,5.88,,,,3.13,,2.63,,,,
Palau,,,,,,,,,40.3,,,,,,,,,,,,,
Panama,,,,,,,,,,,9.12,11.9,12.5,11.1,12,12.8,12.3,12.3,13.6,14.6,14,
Papua New Guinea,,,,,,,,,,,,1.25,,,,,,,,,,
Paraguay,,,,,,,,,,2.37,1.76,1.3,1.3,2.81,12.1,2.09,1.3,0.771,1.72,1.64,,
Peru,,,,,,,,,,,3.2,2.99,5.31,4.54,5.35,4.79,4.05,3.95,4.84,4.76,,
Philippines,,,,,,,,,3.59,,,,,,,5.61,,4.86,,,,
Poland,,,,,,,,47.4,46.8,47.1,47.8,45,45.7,44.5,44.1,,,43,,,,
Romania,,,,,,,,,,,50.2,,,46.9,49.7,,,,,,,
Russia,,,,,,,,,,46.5,,,,,,,60,58.6,63.2,61.8,,
Rwanda,,,,,,,,0,,,,,0.24,,,11.7,,,,,,
Samoa,,,,,,,,,,,33.4,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,3.84,,,,,,,,
Serbia,,,,,,,,,,56,,,62.8,,,58.1,,57.6,,,,
Slovak Republic,,,,,,,,,,,,50.5,,,,,,,,,,
Solomon Islands,,,,,,,,0.298,,,,,,,,,,,,,,
South Africa,,,,,,,,1.17,,,,,1.47,,,,1.96,,,,,
Sri Lanka,,,,,,,,,2.43,,,3.62,,,4.3,,,,4.26,,,
Syria,,,,,,6.88,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,34.5,,,,,,,,
Tanzania,,,,,,,,,,,,,0.348,,0.634,,0.155,,,,,
Thailand,,,,,,,,,7.14,,,6.54,,6.95,,7.09,,,,,,
Timor-Leste,,,,,,,,,,,,,,0.515,,,,,,,,
Togo,,,,,,,,,,,,,,0.766,,,,,,,,
Tonga,,,,,,,,,,,,0.757,,,,,,,,,,
Turkey,,,,,,,24,24.1,25.7,27.9,28.1,26.7,28.5,31.8,31.9,33.4,33.4,35.1,32.1,,,
Uganda,,,,,,,,0.515,,,,0.104,,,0.978,,,,,,,
Ukraine,,,,,,,,,51.5,,,,,52.6,52,52.4,,50.8,50.6,,,
Uruguay,,,,,,,,,,,34.8,33.6,34.3,36.7,34.6,,,33.7,33.5,34.4,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,19.1,
Venezuela,,,,,,,,,5.46,,,,,,,,,,,,,
Vietnam,,,,,,,,,7.96,,,,5.59,,6.93,,7.02,,,,,
Yemen,,,,,,,,10.4,,,,,,,,,,,,,,
Zambia,,,,,,,,,,,,,0.29,,,,,0.355,,,,
Zimbabwe,,,,,,,,,,1.22,,,,1.46,,,,,,1.1,,5.75
