country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Comoros,,,,,,,,,,,47.9,,,,,,,,,,,,,,,,,,,,68.5,,,,,,,,,,,,49.2,,,,,,58.8
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,,,,,,61.2,,,,,75,,,,77,,
"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3,,,,,,,80.3
Costa Rica,,,,,,,,,,,,,,,92.6,,,,,,,,,,,,,,,,94.9,,,,,,,,,,,97.4,,,,,,,97.9
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,34.1,,,,,,,,,,36.4,,48.7,,,,,,,,,,,,41,,43.9,,,,47.2
Croatia,,,,,,,,,,,,,,,,,,,,,,96.7,,,,,,,,,,98.1,,,,,,,,,,99.1,,,,,,,
Cuba,,,,,,,,,,,,97.8,,,,,,,,,,,,,,,,,,,,,99.8,,,,,,,,,,99.8,,,,,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,94.4,,,,,,,,,96.8,,,,,,,,,,98.7,,,,,,,
Dominican Republic,,,,,,,,,,,,73.1,,,,,,,,,,,,,,,,,,,,,87,,,,,88.2,,,89.5,90.1,90.2,90.9,91.8,92,93.8,,
Ecuador,,,,,,,,,,,,,83.6,,,,,,,,88.3,,,,,,,,,,,91,,,,,,92.1,92.4,92.2,91.9,91.6,92.1,93.3,94.2,94.5,94.4,92.8,
Egypt,,,,,,,38.2,,,,,,,,,,44.4,,,,,,,,,,55.6,,,,,,,,,71.4,66.4,,,,72,,73.9,75.1,,,,71.2,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,74.1,,,,,,,,,,,,,,83.6,82,84,84.1,84.5,85.5,,86.8,,88,88.1,88.5,89
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3,,,,,,,,,,94.4,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,,,,,,64.7,,,,,,,,,,76.6
Estonia,,,,,,,,,,,,,,,,,,,,99.7,,,,,,,,,,,99.8,,,,,,,,,,,99.9,,,,,,,
Eswatini,,,,,,,55.3,,,,,,,,,,67.2,,,,,,,,,,,,,,81.7,,,,,,,,,,83.1,,,,,,,,88.4
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,35.9,29.8,,39,,,,,,,,,,51.8,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,,,,,,,,,,,,,,,,,,,,,99.1,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,72.2,,,,,,,,,,,,,,,,,,,82.3,,,,,,84.7
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,,,,,,,,,,,,,42,,50.8,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,,,,,,,,,,,,99.6,,,99.4,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9,,,,,,,,,,71.5,,,,,,,,79
Greece,,,,,,,,,,,,90.5,,,,,,,,,,92.6,,,,,,,,,,96,,,,93,,93.9,,93.9,,97.4,,,,,,,97.9
Grenada,97.8,,,,,,,,,,,,,,98.6,,,,,,,,,,98.6,,,,,,,,,,98.6,,,,,,,,,,98.6,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,64.2,,,,,,,,69.1,,,,,,,,,,78.3,77,81.3,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,29.7,,,,,,,25.3,,,,32,,,,
Guinea-Bissau,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,41.4,,,,,,,,,,,,,,45.6,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,85.6,,,,
Haiti,,,,,,,,,,,,,34.7,,,,,,,,,,,,,,,,,,,,,58.7,,,48.7,,,,,,,,,,61.7,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,83.6,,,84.8,85.1,85.4,85.5,87.2,87.9,89,,87.2
Hungary,,,,,,,,,,,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,,,,
India,,,,,,,,,,,,40.8,,,,,,,,,,48.2,,,,,,,,,,61,,,,,62.8,,,,,69.3,,,,,,,74.4
Indonesia,,,,,,,,,,,67.3,,,,,,,,,,81.5,,,,,,,,,,,,,,90.4,,92,,92.2,92.6,,92.8,,,95.1,95.2,95.4,,95.7
Iran,,,,,,,36.5,,,,,,,,,,52.3,,,,,65.5,,,,,73.1,,,,,,77,,,82.4,82.3,,83,,,,83.6,84.6,84.7,,85.5,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1,,,,,,,,,,,,77.2,72.7,82.2,,83.3,85.6,
Israel,,,,,,,,,,,,,,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,96.5,,,,,,,,,,,,,,,,,,,,98.4,,,,,,,,,,98.8,,,,,,,99.2
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9,,,,,,,,,,,,,,,88.1,,,,
Jordan,,,,,,,,,,66.8,,,,,,,,,,,,,,,,,,,,,,,,89.9,,91.1,,92.2,,,92.6,95.9,97.9,,,,,,98.2
Kazakhstan,,,,,,,,,,,,,,,,,,,,97.5,,,,,,,,,,99.5,,,,,,,,,,99.7,99.8,,,,,,,,99.8
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,,,,,,,72.2,,,,,,,78.7,,,,81.5
Kuwait,,,,,,59.6,,,,,67.5,,,,,74.5,,,,,,,,,,78.4,,,,,,,,,,93.3,93.3,93.7,93.9,,94.5,,95.5,95.6,,95.7,,96,96.1
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,,,,,,,,,,99.2,,,,,,,,,99.6
Lao,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,,,,,69.6,68.7,,,,72.7,,,,,,58.3,,,,84.7,,,
Latvia,,,,,,,,,,,,,,,,,,,,99.5,,,,,,,,,,,99.7,,,,,,,,,,,99.9,,,,,,,99.9
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,,91.2,,,,,,,,,95.1
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,,,,,,,,75.8,,,,,76.6,,,,
Liberia,,,,,,,,,,,,,,,32.1,,,,,,,,,,,,,,,,,,,,,,,42.9,,,,,,,,,,48.3,
Libya,,,,,,,,,,,,,,,60.2,,,,,,,,,,76.5,,,,,,,,,,86.1,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,98.4,,,,,,,,,,,,99.6,,,,,,,,,,99.8,,,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,,,,,,,,,64.5,,,71.6,,,,,,74.8
Malawi,,,,,,,,,,,,,,,,,,48.5,,,,,,,,,,,64.1,,,,,,,,,,,,61.3,,,,65.1,62.1,,,
Malaysia,,,,,,,,,,,69.5,,,,,,,,,,,82.9,,,,,,,,,88.7,,,,,,,,,,93.1,,,,,,93.7,95.1,94.9
Maldives,,,,,,,,82.3,,,,,,,,92.2,,,,,96,,,,,96.3,,,,,,,,,,,98.4,,,,,,,,98.6,,97.7,,
Mali,,,,,,,9.43,,,,,,,,,,,,,,,,,,,,,,19,,,,,24,,,26.2,,,,31.1,33.6,,,,33.1,,,35.5
Malta,,,,,,,,,,,,,,,,86.9,,,,,,,,,,87.9,,,,,,,,,,92.4,,,,,,93.3,,,,,,,94.5
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,,,,,,,45.5,,,,,,,,,,53.5,
Mauritius,,,,,,,,,,,,,,,,,,,,,79.9,,,,,,,,,,84.3,,,,,,,,,,,89.2,91.8,91.5,92.5,92.7,93.2,,91.3
Mexico,,,,,,,,,,,83,,,,,,,,,,87.6,,,,,,,,,,90.5,,90.3,,91,91.6,91.7,92.8,92.9,93.4,93.1,93.5,94.2,94,94.6,94.5,94.9,95,95.4
Moldova,,,,,,,,,,,,,,,,,,,,96.4,,,,,,,,,,,96.7,,,,,,,,,,,,99.1,,99.4,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8,,,,,,,,,,98.3,,,,,,,,98.4
Montenegro,,,,,,,,,,,,89.6,,,,,,,,,,93.5,,,,,,,,,,,,97.8,,,,,,,,98.4,,,,,,,98.8
Morocco,,,,,,,,,,,,,30.3,,,,,,,,,,,,41.6,,,,,,,,,,52.3,,,,55.1,56.1,,67.1,69.4,,,,,,73.8
Mozambique,,,,,,,,,,,27,,,,,,,,,,,,,,,,,38.7,,,,,,48.2,,,,,,50.6,,,,,,56,,60.7,
Myanmar,,,,,,,,,,,,,,78.6,,,,,,,,,,,,,,,,,89.9,,,,,,,,,,,,,,,,75.6,,
Namibia,,,,,,,,,,,,,,,,,,,,,,75.8,,,,,,,,,,84.9,,,,,,76.5,,,,88.3,,,,,,,91.5
Nepal,,,,,,,,,,,,20.6,,,,,,,,,,33,,,,,,,,,,48.6,,,,,,,,,,59.6,,,,,,,67.9
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7,,,,78,,,,,,,,,,82.6,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,28.7,,,,,,,30.6,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,55.4,,,,,,,,,,,,54.8,,,,,51.1,,,,,,,,,,62
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,94.1,,,,,,,,96.1,,,,,,,,,,,,97.8,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,,,,,86.6,,86.9,,,,92,93,94.9,95.6,95.7
Pakistan,,,,,,,,,,,,25.7,,,,,,,,,,,,,,,,,42.7,,,,,,,49.9,54.2,52.1,55.5,54.9,55.4,54.7,56.8,55.6,57,,,59.1,
Palau,,,,,,,,,,,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,,96.6,,,
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1,,,,,,,92.3,,93.5,93.8,92.5,94.6,94.9,95.3,95.9,96.3,96.4,96.7,96.9,,97.2
Panama,,,,,,,,,,,88.1,,,,,,,,,,88.8,,,,,,,,,,91.9,,,,,,,,,,94.1,,,,,,,,95.4
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3,,,,,,,,,,61.6,,,,,,,,
Paraguay,,,,,,,,,,,,,78.5,,,,,,,,,,90.3,,,,,,,,,,,,,,,94.6,93.3,93.8,93.9,,94.2,95.1,95,95.6,94.7,,94
Peru,,,,,,,,,,,,81.9,,,,,,,,,,,,87.2,,,,,,,,,,,87.7,87.9,88.7,89.6,,,,,93.8,,93.7,94.2,94.2,94.1,94.4
Philippines,,,,,,,,,,,83.3,,,,,,,,,,93.6,,,,93.9,,,,,,92.6,,,92.6,,,,,95.4,,,,,96.4,,98.2,,,
Poland,,,,,,,,,98.7,,,,,,,,,,98.7,,,,,,,,,,98.7,,,,,,,,,,98.7,,,,,,,,,,
Portugal,,,,,,,,,,,,79.4,,,,,,,,,,87.9,,,,,,,,,,,,,,,,,,,,94.5,,,,,,,96.1
Qatar,,,,,,,,,,,,,,,,,75.6,,,,,,,,,,,83.3,,,,,,,89,,,93.1,94,94.7,,,,90.6,91.3,,93.1,93.5,
Romania,,,,,,,,,,,,,,,,,,,,,,,96.7,,,,,,,,,,97.3,,,,,,,,,98.6,,,,,,,98.8
Russia,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,99.4,,,,,,,,99.7,,,,,,,,99.7
Rwanda,,,,,,,,,38.2,,,,,,,,,,,,,57.9,,,,,,,,,64.9,,,,,,,,,,65.9,,68.3,,70.8,,,,73.2
Samoa,,,,,,,,,,,,,,,,,,,,,,97.9,,,,,,,,,,,,,,,,,,,,99,,,,,,,99.1
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9
Sao Tome and Principe,,,,,,,,,,,,57.3,,,,,,,,,,73.2,,,,,,,,,,84.9,,,,,,,69.5,,,,90.1,,,,,,92.8
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,70.8,,,,,,,,79.4,,,,82.9,,,,,,,,,94.4,,,,95.3,
Senegal,,,,,,,,,,,,,,,,,,,26.9,,,,,,,,,,,,,,39.3,,,,41.9,,,49.7,,52.1,,42.8,,,,51.9,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,98.8,,
Seychelles,,,,,,,,,,,,,,,,,,84.2,,,,,,,87.8,,,,,,,,91.8,,,,,,,,94,,,,,,,,95.9
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,,,,,,,,,32.4,,,,,43.2
Singapore,,,,,,,,,,,82.9,,,,,,,,,,89.1,,,,,,,,,,92.5,,,,,,,,,,95.9,96.2,96.4,96.5,96.7,96.8,97,97.2,97.3
Slovenia,,,,,,,,,,,,,,,,,,,,,,99.5,,,,,,,,,,,,,99.7,,,,,,,,,,99.7,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,,,,,,,,,76.6,,,,,,,,,
Somalia,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,76.2,,,,,,,,,,,,,,,,82.4,,,,,,,,,,,88.7,,92.9,92.9,93.1,93.7,,94.1,94.4,,87,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,,,,,,,,,,34.5
Spain,,,,,,,,,,,,92.8,,,,,,,,,,96.5,,,,,,,,,,,,,97.2,97.8,,97.9,97.6,97.7,97.7,97.8,97.9,98.1,98.1,98.1,98.3,,98.4
Sri Lanka,,,,,,,,,,,,86.8,,,,,,,,,,,,,,,,,,,,90.7,,,,,90.8,,90.6,,91.2,,,,,,92.4,91.9,91.7
St. Vincent and the Grenadines,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,,,,,,,,53.5,,,,,,,,,,60.7
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,,,,94.6,,94.7,,92.9,,,,,,94.4
Syria,,,,,,,,,,,,55.7,,,,,,,,,,,,,,,,,,,,,82.9,,80.8,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,97.7,,,,,,,,,,,99.5,,,,,,,,,,,,,,99.8,,,,
Tanzania,,,,,,,,,,,,,,,,,,,59.1,,,,,,,,,,,,,,69.4,,,,,,,,67.8,,78.1,,,77.9,,,
Thailand,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,92.6,,,,,93.5,,,,,96.4,,,93.7,,92.9,,,93.8
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,,,,,,50.6,,,58.3,,,,,,,,68.1
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2,,,,,,56.9,,,57.1,,60.4,,,,63.7,,,
Tonga,,,,,,,99.6,,,,,,,,,,,,,,,,,,,,98.9,,,,,,,,,,99,,,,,99.4,,,,,,,99.4
Trinidad and Tobago,,,,,,,,,,,95,,,,,,,,,,96.9,,,,,,,,,,97.9,,,,,,,,,,98.7,,,,,,,,
Tunisia,,,,,,,,,,,,,,,48.2,,,,,,,,,,,,,,,,,,,,74.3,,,77.2,77.6,,79.1,79.7,80.2,,79,,,,
Turkey,,,,,,61.6,,,,,65.7,,,,,76,,,,,79.2,,,,,,,,,,,,,,87.4,88.2,88.1,88.7,,90.8,92.7,94.1,94.9,95.3,95.4,95.6,96.2,96.2,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,,,,,,,,,,,,,,,,,,,99.7,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,56.1,,,,,,,,,,,68.1,,,,71.4,,,,73.2,,70.2,,,,,,76.5
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,,,,,,,,,,,100,,,,,,
United Arab Emirates,,,,,,53.5,,,,,,,,,,71.2,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,93.2,,,
Uruguay,,,,,,93.9,,,,,,,,,,95.4,,,,,,,,,,,96.8,,,,,,,,,,97.8,97.9,98.2,98.3,98.1,98.3,98.4,98.4,98.4,98.5,98.6,98.6,98.7
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,,,,,,,,,,,,,100,100,100,100,,100
Vanuatu,,,,,,,,,,52.9,,,,,58.2,,,,,,,,,,68.7,,,,,74,,,,,78.4,,,,,,,,,,84.7,,,,87.5
Venezuela,,,,,,,,,,,,84.7,,,,,,,,,89.8,,,,,,,,,,,93,,,,,,95.2,,95.5,,94.8,,,,96.6,97.1,,
Vietnam,,,,,,,,,,83.8,,,,,,,,,,87.6,,,,,,,,,,90.3,90.2,,,,,,,,,93.5,,,,,,,,,95
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,37.1,,,,,,,,,,54.1,,,,,,,,,,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,68,,,69.1,,,,,61.4,,,83,,,,,,,,86.7
Zimbabwe,,,,,,,,,,,,,77.8,,,,,,,,,,83.5,,,,,,,,,,,,,,,,,,,83.6,,,88.7,,,,
