country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Honduras,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.227,0.212,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.222,0.222,0.222,0.222,0.222,0.222,0.227,0.221,0.222,0.235,0.235,0.235,0.235,0.228,0.228,0.228,0.235,0.257,0.283,0.268,0.268,0.253,0.253,0.274,0.226
Hungary,0.515,0.515,0.515,0.515,0.51,0.51,0.51,0.51,0.51,0.516,0.516,0.516,0.524,0.524,0.529,0.595,0.636,0.623,0.625,0.625,0.625,0.625,0.625,0.625,0.599,0.595,0.59,0.59,0.584,0.584,0.584,0.584,0.581,0.581,0.584,0.547,0.523,0.533,0.553,0.553,0.553,0.553,0.553,0.519
India,0.555,0.555,0.555,0.56,0.56,0.56,0.56,0.56,0.56,0.561,0.561,0.561,0.561,0.561,0.556,0.556,0.556,0.513,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.513,0.511,0.511,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.532,0.532,0.534,0.534,0.534,0.529
Indonesia,0.255,0.255,0.255,0.23,0.221,0.221,0.221,0.138,0.138,0.135,0.135,0.128,0.128,0.128,0.128,0.128,0.143,0.143,0.147,0.147,0.147,0.147,0.143,0.264,0.355,0.364,0.364,0.364,0.364,0.373,0.387,0.392,0.397,0.397,0.397,0.395,0.395,0.395,0.386,0.386,0.416,0.416,0.416,0.41
Iran,0.546,0.546,0.546,0.546,0.436,0.449,0.449,0.449,0.449,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.446,0.446,0.452,0.455,0.455,0.455,0.484,0.484,0.484,0.484,0.476,0.476,0.476,0.476,0.395,0.395,0.395,0.395,0.395,0.414,0.414,0.414,0.417,0.421,0.421,0.429,0.429,0.4
Iraq,0.34,0.34,0.323,0.323,0.318,0.28,0.28,0.28,0.28,0.282,0.289,0.289,0.289,0.289,0.282,0.282,0.266,0.266,0.266,0.266,0.266,0.266,0.266,0.266,0.266,0.25,0.25,0.241,0.266,0.312,0.295,0.295,0.295,0.299,0.299,0.287,0.287,0.287,0.235,0.235,0.235,0.224,0.266,0.301
Ireland,0.715,0.715,0.715,0.715,0.705,0.698,0.698,0.698,0.698,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.712,0.712,0.712,0.712,0.738,0.728,0.751,0.754,0.754,0.754,0.757,0.757,0.754,0.757,0.757,0.757,0.757,0.772,0.772,0.782,0.782,0.785,0.785,0.785,0.785,0.815,0.815
Israel,0.584,0.584,0.584,0.604,0.604,0.604,0.604,0.604,0.604,0.612,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.653,0.648,0.648,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.621,0.642
Italy,0.631,0.631,0.631,0.631,0.631,0.607,0.607,0.607,0.607,0.611,0.611,0.611,0.611,0.611,0.588,0.588,0.588,0.593,0.593,0.577,0.577,0.65,0.658,0.65,0.65,0.62,0.578,0.578,0.578,0.578,0.578,0.632,0.632,0.573,0.573,0.604,0.644,0.644,0.597,0.59,0.59,0.606,0.63,0.636
Jamaica,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.572,0.572,0.572,0.572,0.572,0.572,0.621,0.621,0.621,0.621,0.625,0.625,0.625,0.625,0.625,0.625,0.621,0.621,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.614,0.616,0.616,0.661,0.661,0.661,0.661,0.604,0.604
Japan,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.768,0.768,0.768,0.762,0.772,0.772,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.781,0.781,0.781,0.802,0.802,0.775,0.765,0.793,0.789
Jordan,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.499,0.499,0.499,0.499,0.499,0.499,0.521,0.521,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.558,0.527,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.493,0.469,0.469,0.477,0.492,0.494,0.501
Kazakhstan,,,,,,,,,,,,,,,,,0.319,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.326,0.321,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.327,0.327,0.327,0.353,0.353,0.373
